batter,Name,launch_angle,launch_speed,bat_speed,release_speed,squared_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663586,Austin Riley,21,106.2,72.3318,93.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656941,Kyle Schwarber,23,110.8,79.3539,90.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665489,Vladimir Guerrero Jr.,6,75.4,70.167,86.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683011,Anthony Volpe,-21,107.4,74.6479,95.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542303,Marcell Ozuna,19,92.7,75.0301,90.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657136,Connor Wong,12,104.3,71.6537,95.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665828,Oswaldo Cabrera,4,95.4,71.9037,79.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608369,Corey Seager,5,97,67.4601,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607208,Trea Turner,-3,81.2,64.0645,85.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650859,Luis Rengifo,-12,62.3,59.5346,97.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663624,Ryan Mountcastle,6,109.5,78.2846,96.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687231,Darell Hernaiz,-5,81.6,65.3483,93.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672284,Jarred Kelenic,-3,100.8,67.2758,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595281,Kevin Kiermaier,18,91.6,71.5258,95.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650559,Bryan De La Cruz,10,103.5,70.8933,95.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650490,Yandy Diaz,53,94.3,74.4752,93.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676369,Nelson Velazquez,-13,91.2,75.6568,93.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595777,Jurickson Profar,-30,64.8,61.6863,85.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664023,Ian Happ,30,94.6,72.7111,94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668804,Bryan Reynolds,55,89.5,74.9377,93.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686668,Brenton Doyle,-9,100.8,74.4848,88.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683002,Gunnar Henderson,23,108.1,77.0769,94.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608324,Alex Bregman,67,89.1,70.9888,95.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605137,Josh Bell,-9,101.8,69.2511,96.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671739,Michael Harris II,-8,104.1,75.4643,88.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680977,Brendan Donovan,18,99.1,68.934,87.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660271,Shohei Ohtani,15,107.9,79.2046,92.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608369,Corey Seager,-2,97.7,65.495,96.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678009,Parker Meadows,31,108.7,76.4113,90.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680777,Ryan Jeffers,42,70.7,75.979,96.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543305,Aaron Hicks,-26,92,71.9469,91.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677951,Bobby Witt Jr.,47,73,72.7499,93.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657557,Paul DeJong,-8,98.4,69.1483,94.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596103,Austin Slater,-30,82.8,76.3261,85.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607043,Brandon Nimmo,17,78.5,63.8283,88.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691023,Jordan Walker,-28,77.3,73.8837,88.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677594,Julio Rodriguez,-33,83.3,66.708,93.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676946,Matthew Batten,17,98.8,68.2861,97.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596129,Daniel Vogelbach,65,95.3,74.3522,87.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670541,Yordan Alvarez,30,97.6,73.3595,94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677951,Bobby Witt Jr.,-14,111.5,74.6045,93.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592626,Joc Pederson,40,104.6,74.7898,79.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681351,Logan O'Hoppe,39,88.7,62.7329,76.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665923,Esteury Ruiz,26,97.5,66.8232,82.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642180,Tyler Wade,7,77.9,63.1421,86.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519203,Anthony Rizzo,65,77.8,65.3326,78.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670541,Yordan Alvarez,74,96.8,86.1782,95.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642133,Rowdy Tellez,-7,98.6,74.3657,94.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681481,Kerry Carpenter,56,95.1,69.9933,94.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665833,Oneil Cruz,-8,103.4,75.6825,95.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650391,Eloy Jimenez,-15,80.4,65.5091,86.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681082,Bryson Stott,4,92.1,69.9349,82.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678662,Ezequiel Tovar,15,90.4,73.9477,84.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605141,Mookie Betts,29,82.4,64.3353,95.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666971,Lourdes Gurriel Jr.,63,79.3,70.6712,82.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519317,Giancarlo Stanton,29,111.8,87.8485,85.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650333,Luis Arraez,29,94.9,72.732,88.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683734,Andrew Vaughn,25,100.7,68.065,84.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664774,LaMonte Wade Jr.,7,105.9,71.4721,89.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641680,Jonah Heim,-11,92.7,63.987,94.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669289,Santiago Espinal,-28,83.1,68.9723,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543807,George Springer,-34,65,55.6086,86.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686217,Sal Frelick,-1,72.8,69.4991,85.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687263,Zach Neto,9,81,71.8191,94.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673490,Ha-seong Kim,-12,67.2,68.1399,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663538,Nico Hoerner,42,79.8,68.6191,89.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666135,Alex Kirilloff,-23,72.5,67.9678,85.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623993,Anthony Santander,22,107.4,76.5909,91.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656941,Kyle Schwarber,24,110,78.3228,94.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595879,Javier Baez,-32,76,72.6073,88.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680977,Brendan Donovan,16,96.9,70.2535,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571970,Max Muncy,-26,57.4,67.5193,92.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680777,Ryan Jeffers,-33,81.4,73.6232,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641658,Garrett Hampson,-25,49,62.7896,93.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663368,Blake Perkins,-10,99.2,73.4424,94.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543760,Marcus Semien,9,69.7,63.9027,86.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665839,Enmanuel Valdez,24,97.5,69.4922,84.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656413,Stuart Fairchild,-42,70.3,67.6607,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669397,Nick Allen,5,95,62.3824,94.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624431,Jose Trevino,7,96.7,63.0095,90.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541645,Avisail Garcia,-58,64.3,67.9632,82.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596019,Francisco Lindor,3,99.3,66.5693,90.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669222,Nick Senzel,8,88.2,67.26,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665923,Esteury Ruiz,55,79.8,62.0715,81.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643289,Mauricio Dubon,20,104.2,73.9869,83.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672580,Maikel Garcia,-10,102.7,71.5766,92.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682928,CJ Abrams,35,102.5,80.0384,93.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669127,Shea Langeliers,64,92.4,65.0453,95.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543760,Marcus Semien,-2,97,67.2373,84.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453568,Charlie Blackmon,7,98.2,68.4096,90.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669720,Austin Hays,41,102.2,74.2597,92.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592518,Manny Machado,6,100.8,70.4165,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606466,Ketel Marte,36,108.1,75.9409,91.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660670,Ronald Acuna Jr.,38,73.8,77.9559,87.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624503,Nick Gordon,-38,56.9,66.6461,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514888,Jose Altuve,-5,98.2,73.7696,93.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668942,Josh Rojas,37,103.9,69.587,92.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643289,Mauricio Dubon,49,92.6,74.3498,93.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607043,Brandon Nimmo,47,91.4,76.8556,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543807,George Springer,-5,95.6,63.6644,93.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664023,Ian Happ,-34,92.3,74.9729,87.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680757,Steven Kwan,41,74,63.0006,92.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553993,Eugenio Suarez,2,91.9,75.3518,88.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642136,Matt Thaiss,53,76,73.6653,88.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624512,Reese McGuire,-18,95.6,68.742,85.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592626,Joc Pederson,8,78.9,76.8121,87.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622569,Pablo Reyes,-5,102.3,70.0766,89.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593934,Miguel Sano,47,96.7,73.233,94.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679529,Spencer Torkelson,14,108.7,78.671,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623912,Harold Ramirez,-29,91.8,72.0512,86.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606466,Ketel Marte,-14,84.6,70.8667,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642708,Amed Rosario,-54,72.1,83.5522,86.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657136,Connor Wong,-16,72.4,74.1214,86.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680700,Richie Palacios,14,92.2,70.5936,86.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681481,Kerry Carpenter,34,102.8,73.5983,96.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664983,Jake McCarthy,27,101.5,71.9644,86.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650490,Yandy Diaz,40,93.3,78.0915,79.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677800,Wilyer Abreu,12,100.4,73.1503,91.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650907,Rene Pinto,40,96.4,72.8066,79.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642350,Jose Siri,18,103.5,78.4131,86.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545341,Randal Grichuk,-14,70.9,73.0152,84.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543685,Anthony Rendon,24,96,64.2287,94.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678554,Curtis Mead,-32,106.5,80.0856,87.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608348,Carson Kelly,35,98.1,70.1637,96.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668853,Austin Shenton,48,80.7,62.8035,87.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677649,Ezequiel Duran,1,90.2,74.9762,82.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595879,Javier Baez,-23,87.2,71.0613,95.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672515,Gabriel Moreno,-12,81.6,72.5682,87.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570482,Gio Urshela,48,78.5,63.7925,79.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641680,Jonah Heim,20,79.4,66.2677,88.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694384,Nolan Schanuel,-3,95.9,63.3797,90.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573262,Mike Yastrzemski,22,103.3,72.112,80.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642708,Amed Rosario,22,95.2,75.8479,93.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690993,Colt Keith,36,79.6,71.9642,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642731,Thairo Estrada,-2,96.8,65.8236,79.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622569,Pablo Reyes,30,81.9,69.6355,89.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663837,Matt Vierling,60,84.7,76.017,94.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666152,David Hamilton,27,92.9,67.6524,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656305,Matt Chapman,39,94,78.3642,78.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679529,Spencer Torkelson,-11,88.4,79.8663,85.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680700,Richie Palacios,-47,67.9,64.2807,88.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624424,Michael Conforto,-1,77.7,74.0715,89.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572233,Christian Walker,-29,74.2,69.1199,83.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666160,Mickey Moniak,3,70.4,76.0091,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657136,Connor Wong,55,96,72.1232,83.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665839,Enmanuel Valdez,38,101.4,73.1588,89.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672356,Gabriel Arias,43,85,83.3001,83.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592626,Joc Pederson,17,107.8,75.071,91.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592192,Mark Canha,8,101.9,68.598,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657656,Ramon Laureano,-38,73.2,77.3113,83.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650490,Yandy Diaz,-15,103.1,71.7234,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666969,Adolis Garcia,31,103,69.8715,83.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677800,Wilyer Abreu,-15,67.9,72.5091,85.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666310,Bo Naylor,13,105.8,72.475,88.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570482,Gio Urshela,47,88.3,70.5231,85.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690993,Colt Keith,14,81.3,70.2465,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682985,Riley Greene,22,104.2,79.3241,95.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671213,Triston Casas,1,78.7,74.3615,90.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671289,Tyler Freeman,-5,99.5,68.6445,89.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680776,Jarren Duran,1,79.9,68.691,84.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621493,Taylor Ward,23,87.6,72.0071,89.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664983,Jake McCarthy,-27,74.5,68.5489,83.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608348,Carson Kelly,-13,101.5,69.1422,96.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608369,Corey Seager,48,91.4,71.7286,79.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543760,Marcus Semien,11,97.4,69.6699,82.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808982,Jung Hoo Lee,-2,74.6,71.9258,80.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624512,Reese McGuire,-40,101.8,68.6397,89.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543685,Anthony Rendon,25,84.7,68.334,89.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687263,Zach Neto,2,107.5,74.5068,86.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605113,Nick Ahmed,-24,74.4,71.8116,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622569,Pablo Reyes,27,88.7,67.6612,81.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681481,Kerry Carpenter,26,96.7,73.7076,86.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665750,Leody Taveras,46,86.2,76.0626,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608070,Jose Ramirez,23,94.4,68.6992,85.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595879,Javier Baez,17,108.8,85.0232,96.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607054,Jace Peterson,-57,53.8,61.2163,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570482,Gio Urshela,23,65,66.2301,87.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573262,Mike Yastrzemski,6,87,60.58,83.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641680,Jonah Heim,33,91.3,69.5386,93.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592192,Mark Canha,-32,63.7,66.4628,86.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678554,Curtis Mead,77,85.2,75.4288,81.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694384,Nolan Schanuel,26,92,69.6156,87.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668853,Austin Shenton,14,68.6,63.9914,89.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657656,Ramon Laureano,11,105.7,70.6031,83.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573262,Mike Yastrzemski,-11,81.2,71.8252,81.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677649,Ezequiel Duran,64,75.6,74.0459,82.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666969,Adolis Garcia,3,82.3,78.6575,84.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650859,Luis Rengifo,10,97.1,72.1605,86.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681807,David Fry,24,87.7,73.7229,76.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672515,Gabriel Moreno,-7,97.7,69.4237,84.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666310,Bo Naylor,-1,95,67.3839,90.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543760,Marcus Semien,19,92.9,65.1818,81.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694497,Evan Carter,-15,77.9,69.2498,91.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694671,Wyatt Langford,85,86.1,76.8298,94.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682985,Riley Greene,-6,94.7,71.0361,89.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642731,Thairo Estrada,8,106.5,74.948,90.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666310,Bo Naylor,12,103.6,73.9518,91.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666160,Mickey Moniak,28,102.2,75.1701,86.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663837,Matt Vierling,58,96,73.5742,96.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553993,Eugenio Suarez,6,99.3,69.1311,88.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694671,Wyatt Langford,15,97,71.8232,82.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671289,Tyler Freeman,-6,75.7,75.3119,90.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624585,Jorge Soler,-17,103.1,80.6814,94.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595879,Javier Baez,33,97.2,78.7663,92.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671289,Tyler Freeman,35,101.8,76.196,83.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623912,Harold Ramirez,27,91.9,73.5296,94.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656305,Matt Chapman,1,105.8,71.9199,94.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608369,Corey Seager,3,75.1,70.1951,78.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624424,Michael Conforto,-20,69.4,79.7605,84.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608348,Carson Kelly,-28,77,71.4004,96.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657136,Connor Wong,49,61.1,69.7203,92.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666969,Adolis Garcia,-27,105,79.4944,85.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621493,Taylor Ward,43,75.7,73.1265,78.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642350,Jose Siri,-16,66.5,74.4545,96.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647304,Josh Naylor,-69,39.4,50.1114,90.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656305,Matt Chapman,-57,57.5,82.2492,79.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665839,Enmanuel Valdez,14,88.2,68.7088,85.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665750,Leody Taveras,15,94.4,69.8585,81.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570482,Gio Urshela,9,90.8,70.0613,92.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642708,Amed Rosario,13,95.5,67.2807,94.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647304,Josh Naylor,6,98.2,78.5112,90.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666969,Adolis Garcia,-12,78,72.2656,92.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543760,Marcus Semien,-39,54.9,43.3684,87.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592273,Brandon Drury,-1,98.3,71.3342,82.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608070,Jose Ramirez,42,85.2,66.529,96.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677587,Brayan Rocchio,-29,98.7,71.1795,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624585,Jorge Soler,22,97.6,74.6374,89.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647304,Josh Naylor,55,79.6,64.0053,77.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665926,Andres Gimenez,5,94,70.3403,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624424,Michael Conforto,-3,108.3,75.3926,91.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545361,Mike Trout,34,101.9,77.461,87.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666969,Adolis Garcia,-44,45.6,63.1711,82.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690993,Colt Keith,45,95.5,71.0815,92.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677800,Wilyer Abreu,-5,88,76.1153,83.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
