batter,Name,launch_angle,launch_speed,bat_speed,release_speed,squared_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605141,Mookie Betts,3,94.2,73.5908,86.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695391,Brett Harris,28,83.4,67.9062,83.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542194,Christian Bethancourt,26,84.3,66.8783,81.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669304,Jose Miranda,-74,66.7,62.1031,85.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687093,Vaughn Grissom,-9,72.1,61.4111,89.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650490,Yandy Diaz,-6,90.1,72.8309,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665828,Oswaldo Cabrera,20,91.5,66.3638,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679529,Spencer Torkelson,20,100.1,74.9271,75.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657757,Gavin Sheets,7,98.4,64.8407,93.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644433,Chadwick Tromp,-22,88.9,70.2962,92.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656976,Pavin Smith,28,93.5,71.7715,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516782,Starling Marte,-31,89.8,72.6202,91.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668939,Adley Rutschman,17,72.1,67.4429,75.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660644,Vidal Brujan,80,69,70.1817,83.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514888,Jose Altuve,-46,73.3,71.4877,95.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594807,Adam Duvall,15,88.3,72.6305,80.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687597,Jordan Beck,38,95.2,76.2223,92.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676391,Ernie Clement,46,24.9,7.47204,87.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668832,Kyle McCann,13,94.1,63.5522,87.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669701,Josh Smith,23,47.9,61.3865,92.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592696,Eddie Rosario,-59,68.1,64.6028,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622534,Manuel Margot,-3,88.8,71.2302,97.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542194,Christian Bethancourt,-1,78.5,64.5589,77.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676391,Ernie Clement,24,78.2,71.2716,96.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691026,Masyn Winn,55,81.2,69.9098,98.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643396,Isiah Kiner-Falefa,6,90.5,68.837,88.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656582,Connor Joe,-14,47,69.6326,96.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669289,Santiago Espinal,-1,82.1,58.5128,85.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642350,Jose Siri,-59,29.3,7.12781,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606466,Ketel Marte,-4,78.2,64.1496,88.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664728,Kyle Isbel,-6,94.5,71.6296,93.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605131,Austin Barnes,-12,98.1,74.123,85.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543257,Robbie Grossman,18,91.4,67.4842,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672386,Alejandro Kirk,-17,109.3,75.3531,88.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664983,Jake McCarthy,1,69.6,71.67,77.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676356,Jonny Deluca,1,98.1,68.7124,83.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686554,Oliver Dunn,-5,38.7,21.6739,90.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663550,Trey Cabbage,-17,88.3,74.4147,95.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671739,Michael Harris II,4,110.8,74.7012,94.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553882,Omar Narvaez,-16,93,68.1463,88.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605113,Nick Ahmed,14,81.3,67.3908,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701538,Jackson Merrill,26,101,75.6718,94.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666969,Adolis Garcia,-24,103.8,68.3939,94.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665926,Andres Gimenez,56,92.1,72.2834,88.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606115,Orlando Arcia,-30,56.8,67.9082,81.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624428,Adam Frazier,-4,101.7,68.7508,94.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656248,Sean Bouchard,24,109,73.0617,91.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664983,Jake McCarthy,30,78.5,69.83,89.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656555,Rhys Hoskins,47,101.4,70.4552,91.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624503,Nick Gordon,-4,99.3,72.9318,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663993,Nathaniel Lowe,14,100.7,74.8741,83.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643396,Isiah Kiner-Falefa,-9,73.8,70.863,84.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593428,Xander Bogaerts,20,72.4,72.8207,82.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683734,Andrew Vaughn,17,102.8,68.4084,95.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664314,Estevan Florial,17,110.3,74.1243,89.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621020,Dansby Swanson,-7,97.2,70.6776,93.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668930,Brice Turang,-8,93.2,68.8202,76.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666023,Freddy Fermin,43,82,68.9942,88.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624503,Nick Gordon,28,104.7,71.8225,95.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592663,J.T. Realmuto,-17,83.2,75.7155,94.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641933,Tyler O'Neill,17,96.8,77.6895,92.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675961,Alika Williams,1,72.5,69.9675,94.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571466,Tucker Barnhart,-30,85.2,65.0113,89.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592669,Hunter Renfroe,-9,74,70.9134,86.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660644,Vidal Brujan,62,73.9,69.2107,84.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657061,Cole Tucker,23,100.5,68.7303,86.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656577,Alex Jackson,-17,84.1,71.9433,94.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641313,Tim Anderson,28,80.1,64.9756,79.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542932,Jon Berti,16,62.2,68.775,96.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621512,Tomas Nido,30,88.5,64.7153,92.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500743,Miguel Rojas,-35,65,52.4362,93.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662139,Daulton Varsho,76,83.4,71.5584,89.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642086,Dominic Smith,41,82.7,66.9983,81.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666176,Jo Adell,25,94.6,70.811,82.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518735,Yasmani Grandal,-22,77.3,71.6887,93.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642731,Thairo Estrada,50,88.7,78.1748,92.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663697,Jonathan India,3,83,63.0038,84.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683146,Brett Baty,-25,85.6,72.5836,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641933,Tyler O'Neill,59,82.3,74.4922,92.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542303,Marcell Ozuna,-27,82.4,75.4305,93.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671056,Ivan Herrera,-22,90.1,66.4872,91.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660644,Vidal Brujan,-2,101.7,70.8991,86.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608369,Corey Seager,-13,102.7,71.3709,83.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683734,Andrew Vaughn,-9,89.5,71.654,84.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666023,Freddy Fermin,11,82.6,73.3041,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621028,Kevin Newman,59,76.7,62.4507,80.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669016,Brandon Marsh,5,97,77.883,92.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669004,MJ Melendez,20,96.4,67.2217,87.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502054,Tommy Pham,4,86.3,69.2227,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592518,Manny Machado,-18,103.1,81.8164,96.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669261,Jack Suwinski,5,86.6,77.1704,93.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607732,Jacob Stallings,30,101.7,72.0251,92.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657077,Alex Verdugo,8,75.5,61.3255,91.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467793,Carlos Santana,22,82.9,71.1049,96.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663630,Ryan McKenna,2,99.4,71.8132,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671732,Lawrence Butler,46,92.3,74.75,85.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642715,Willy Adames,-12,97.1,78.6763,93.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621028,Kevin Newman,8,100,69.6168,95.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658668,Edward Olivares,27,65.8,57.9871,88.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650489,Willi Castro,31,100.6,68.8909,97.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663616,Trevor Larnach,-4,105.7,76.1193,84.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663647,Ke'Bryan Hayes,65,84.9,72.0961,96.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646240,Rafael Devers,15,95.4,73.1193,83.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687231,Darell Hernaiz,43,79.9,69.1232,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680977,Brendan Donovan,29,92.6,70.9739,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602104,Ramon Urias,18,82,75.8856,81.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682998,Corbin Carroll,12,82.5,72.7667,80.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662139,Daulton Varsho,2,99.7,76.8003,83.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671289,Tyler Freeman,24,92.5,63.4002,88.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682868,Bryan Ramos,34,95.5,66.4652,77.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572138,Jon Singleton,46,88.7,72.9581,95.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621043,Carlos Correa,11,103.9,73.9388,77.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677594,Julio Rodriguez,0,97.9,77.7336,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650402,Gleyber Torres,14,88.3,65.9795,85.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660821,Jesus Sanchez,-6,94.2,71.1364,79.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668853,Austin Shenton,22,83.4,63.2215,86.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664761,Alec Bohm,-24,92.1,72.7466,83.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687093,Vaughn Grissom,15,103.2,72.8824,92.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571771,Enrique Hernandez,-18,100.3,75.1119,93.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666185,Dylan Carlson,11,86.4,70.4911,93.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663898,Brendan Rodgers,15,86.9,67.1497,92.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676914,Davis Schneider,58,95,72.7618,88.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664056,Harrison Bader,63,90.9,72.8861,90.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596146,Max Kepler,-42,65,75.1288,85.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663697,Jonathan India,27,93,73.7391,93.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543257,Robbie Grossman,-22,80.3,67.3828,90.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664913,Seth Brown,17,98.8,64.9243,83.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621566,Matt Olson,36,93.1,77.3015,92.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664056,Harrison Bader,43,73.8,71.1691,95.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686823,Will Brennan,-51,74.1,67.0086,93.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686681,Michael Massey,69,87.3,75.3567,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621550,Patrick Wisdom,-4,102.7,72.9943,81.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641313,Tim Anderson,-22,55.2,68.1878,82.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621466,D.J. Stewart,52,88.7,72.9177,90.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621466,D.J. Stewart,32,95.5,74.5233,87.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642715,Willy Adames,27,95.2,75.1224,94.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676914,Davis Schneider,21,76.1,72.1469,85.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663457,Lars Nootbaar,43,97.1,71.9029,96.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643396,Isiah Kiner-Falefa,-6,73.2,67.7461,85.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687952,Christian Encarnacion-Strand,-3,64.2,69.795,84.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677649,Ezequiel Duran,10,71.4,66.9042,95.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660821,Jesus Sanchez,5,84.5,57.7878,85.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543309,Kyle Higashioka,-9,100.4,69.847,91.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605137,Josh Bell,22,76.2,62.8426,79.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624413,Pete Alonso,43,93.6,76.2001,96.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657557,Paul DeJong,20,105.5,73.6582,96.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680776,Jarren Duran,2,107.4,76.9009,82.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672012,Tyler Black,44,83.6,66.5413,94.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680474,Max Schuemann,-2,96.4,66.9833,85.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682998,Corbin Carroll,11,109.2,84.3614,89.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641584,Jake Fraley,37,85.2,72.7684,84.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668804,Bryan Reynolds,28,96.3,72.037,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647304,Josh Naylor,21,108.5,73.4389,92.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672012,Tyler Black,2,64.8,64.5007,85.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676059,Jordan Westburg,23,101.9,69.7126,94.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606192,Teoscar Hernandez,-2,93.1,68.285,94.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808982,Jung Hoo Lee,34,82.4,76.6895,95.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668942,Josh Rojas,25,79.7,67.8303,98.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669289,Santiago Espinal,-27,63.9,73.1105,86.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673490,Ha-seong Kim,28,87.3,62.0238,90.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630105,Jake Cronenworth,35,93,67.5446,95.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642133,Rowdy Tellez,39,78.7,70.7811,78.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681297,Colton Cowser,24,94.6,70.6204,78.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657077,Alex Verdugo,-64,55.1,59.1562,98.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686681,Michael Massey,52,87.5,69.0588,93.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553993,Eugenio Suarez,-31,85.3,72.9894,96.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571448,Nolan Arenado,57,66.4,71.1711,97.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664774,LaMonte Wade Jr.,11,47.5,60.0466,96.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660821,Jesus Sanchez,3,85.1,65.2814,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647351,Abraham Toro,29,100.7,71.4581,94.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666310,Bo Naylor,81,78.1,72.0317,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623993,Anthony Santander,10,107.3,74.451,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572138,Jon Singleton,11,103.2,69.9948,99.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663630,Ryan McKenna,39,96.2,80.3186,83.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642708,Amed Rosario,21,63.6,71.4801,88.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660707,Elehuris Montero,-2,90.7,72.2103,92.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686668,Brenton Doyle,39,71.2,71.6635,94.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605361,Nick Martini,31,85.5,61.1949,94.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621020,Dansby Swanson,52,101.1,75.6181,93.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669701,Josh Smith,-17,107.2,71.9823,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665161,Jeremy Pena,-24,84,72.35,94.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676701,Alan Trejo,53,60.5,67.3732,86.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596019,Francisco Lindor,25,102.1,71.2547,86.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592273,Brandon Drury,-48,82.7,71.6837,92.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666182,Bo Bichette,0,90.6,76.9865,90.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657757,Gavin Sheets,-14,101.8,67.7598,93.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547180,Bryce Harper,-5,109.5,81.3277,91.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521692,Salvador Perez,41,85.2,66.6631,87.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680777,Ryan Jeffers,40,61.4,76.3191,92.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670623,Isaac Paredes,-42,78.1,55.769,95.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696285,Jacob Young,51,74.2,69.4265,92.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643376,Danny Jansen,19,102.9,68.7893,95.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668715,Spencer Steer,-70,51.7,69.9771,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673490,Ha-seong Kim,5,101.3,70.5773,100.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665487,Fernando Tatis Jr.,8,102.8,67.2474,88.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666182,Bo Bichette,1,104.8,72.8274,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641584,Jake Fraley,15,96,70.6965,90.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516782,Starling Marte,55,81.4,73.3138,87.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663656,Kyle Tucker,57,103.9,78.0257,91.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543257,Robbie Grossman,34,96.8,69.8861,94.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669699,Braden Shewmake,20,98.4,71.6713,95.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592626,Joc Pederson,38,100.5,71.8217,95.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595879,Javier Baez,-22,70.7,69.3174,86.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696285,Jacob Young,17,102.7,71.4313,99.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624413,Pete Alonso,-8,78.9,79.6183,90.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671732,Lawrence Butler,69,77.2,70.7802,83.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664056,Harrison Bader,31,74,74.7079,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650391,Eloy Jimenez,4,110.8,73.6949,92.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680776,Jarren Duran,14,95.6,72.771,84.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668715,Spencer Steer,47,78.7,75.4621,93.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663697,Jonathan India,71,87,74.9121,94.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519317,Giancarlo Stanton,19,76,76.798,82.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661388,William Contreras,23,107.4,73.6014,92.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608324,Alex Bregman,4,101.4,73.4481,84.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667670,Brent Rooker,6,85,74.0399,90.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571657,Kyle Farmer,13,97.1,64.8428,92.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665833,Oneil Cruz,6,95.2,73.0126,88.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702358,LaVictor Lipscomb,-27,88.2,62.2097,94.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695391,Brett Harris,-22,63.9,53.2664,84.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672386,Alejandro Kirk,0,94.3,68.9688,94.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668227,Randy Arozarena,30,94.7,76.2391,89.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643446,Jeff McNeil,43,89,70.4718,93.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687597,Jordan Beck,47,74.1,72.3656,86.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680777,Ryan Jeffers,27,55.7,61.9667,77.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663624,Ryan Mountcastle,38,87.3,78.3162,81.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457759,Justin Turner,23,98.7,70.0421,86.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808982,Jung Hoo Lee,68,77.5,65.2661,85.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702358,LaVictor Lipscomb,-33,93.8,81.0741,97.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596019,Francisco Lindor,39,85.9,69.8154,91.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502671,Paul Goldschmidt,-19,95.8,64.4716,81.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677594,Julio Rodriguez,25,84.3,75.1491,95.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641680,Jonah Heim,-21,81.1,68.502,88.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661388,William Contreras,2,102.9,72.9576,94.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
